A_ID,Gender,Education,Specialization,interests,skills,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification,processed_interests,processed_skills
A867,Female,D ed,Vedio editing ,"Teaching, Entrepreneurship","Reading, Sales",41,Basic computer,No,Teaching,Masters in Pharmacy,"['teach', 'entrepreneurship']","['read', 'sales']"
A868,Male,BE,Structural Engineeeing ,Research;Teaching;Technology;Data analytics,"Active Listening;Critical Thinking;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Designing skills;Proeficiency in Software like STAAD PRO, ETABS ",67,No,Yes,Assistant Professor,Master in Structural Engineering,"['research', 'teach', 'technology', 'data analytics']","['active listening', 'critical thinking', 'analytical skills', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'designing skills', 'proeficiency in software like staad pro', 'etabs']"
A869,Female,B.Sc,Computer Science Engineering,Graphic Designer,Product Strategy;Project Resourcing,77,No,No,Student (Unemployed),Masters in Computer Applications,['graphic designer'],"['product strategy', 'project resourcing']"
A870,Male,B.Com,Accountancy,Financial Analysis,"Accounting Skills, Analytic Thinking, Cost Accounting, Team work, Excel, Problem Solving skills, Writing, Tableau",70,Alteryx and Tableau,No,Tele-caller,Pursuing Certified Management Accountant of United States,['financial analysis'],"['accounting skills', 'analytic thinking', 'cost accounting', 'team work', 'excel', 'problem solving skills', 'write', 'tableau']"
A871,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,47,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A872,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",42,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A873,Male,BCA,"C,c++, java",Teaching,Active Listening;Teaching,58,No,Yes,Teaching,MCA,['teach'],"['active listening', 'teach']"
A874,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",49,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A875,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,46,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A876,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",47,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A877,Male,B.Sc,Computer Science Engineering,Sales/Marketing,Active Listening;Hardware skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Finance related skills;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Sales,48,No,Yes,Medical representative ,Masters in physics ,"['sales', 'market']","['active listening', 'hardware skills', 'critical thinking', 'artistic', 'creative skills', 'business knowledge', 'finance related skills', 'people management', 'communication skills', 'product knowledge', 'problem solving skills', 'risk management skills', 'sales']"
A878,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",60,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A879,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,78,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A880,Female,M.Sc,Electronics and Instrumentation Engineering,"Financial Analysis, Research, Take risk for Profits, Technology, Trading","Accounting Skills, Python, Critical Thinking, Analytic Thinking, Business Knowledge, Communication Skills, Negotiation Skills, Leadership, Editing, Product Knowledge, Cost Accounting, Creativity Skills, Market Study, Team work, Derivatives, Logical Skills, C++, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills, Building Rapport",53,No,Yes,Admin,Masters in Mathematics,"['financial analysis', 'research', 'take risk for profits', 'technology', 'trade']","['accounting skills', 'python', 'critical thinking', 'analytic thinking', 'business knowledge', 'communication skills', 'negotiation skills', 'leadership', 'edit', 'product knowledge', 'cost accounting', 'creativity skills', 'market study', 'team work', 'derivatives', 'logical skills', 'c++', 'problem solving skills', 'observation skills', 'risk managing', 'designing skills', 'building rapport']"
A881,Female,B.Tech,Mechanical Engineering,"Teaching, Software and hardware engineering jobs","Python, Writing, Observation Skills, Reading, Subject Knowledge, C language",78,No,No,Student (Unemployed),MTech,"['teach', 'software and hardware engineering jobs']","['python', 'write', 'observation skills', 'read', 'subject knowledge', 'c language']"
A882,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",45,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A883,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,55,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A884,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",63,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A885,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,59,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A886,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",65,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A887,Male,Hh,Accountancy,Social Justice,People Management,60,Bh,Yes,Business Analyst,Masters in Pharmacy,['social justice'],['people management']
A888,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",48,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A889,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",46,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A890,Male,M.Sc,MATHEMATICS,Technology,Communication Skills,58,No,Yes,Chemist in pharmaceutical,pharmaceutical,['technology'],['communication skills']
A891,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",78,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A892,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",65,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A893,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",57,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A894,Male,B.Tech,Mechanical Engineering,Supply Chain Analysis;Content Writing;Data analytics,Accounting Skills;Active Listening;Programming Language skills;Gathering Information;Wealth Management;Content creation,46,No,Yes,Assistent Manger,Assistent Manger,"['supply chain analysis', 'content writing', 'data analytics']","['accounting skills', 'active listening', 'programming language skills', 'gathering information', 'wealth management', 'content creation']"
A895,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,57,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A896,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,57,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A897,Male,B.Tech,Mathematics,"Teaching, Technology","Analytic Thinking, Logical Skills, C++, Writing",60,No,No,Student (Unemployed),Masters in Mathematics,"['teach', 'technology']","['analytic thinking', 'logical skills', 'c++', 'write']"
A898,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",70,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A899,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",51,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A900,Female,BBA,Human Resource,Financial Analysis;Sales/Marketing;Trading;Understand human behaviour,Active Listening;Finance related skills;People management;Communication skills;Negotiation skills;Interpersonal skills;HR,76,Leadership and Organizational Behaviour,Yes,HR executive,MBA in Human Resource,"['financial analysis', 'sales', 'market', 'trade', 'understand human behaviour']","['active listening', 'finance related skills', 'people management', 'communication skills', 'negotiation skills', 'interpersonal skills', 'hr']"
A901,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,71,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A902,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",67,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A903,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",46,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A904,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",77,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A905,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",76,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A906,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,41,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A907,Male,B.Com,Statistics,Financial Analysis,Teamwork;Time Management;Company Secretarial Work;,59,Companies Act;,Yes,Company software engineercretary,"Company Secretary Professional(
(The Institute of Company Secretaries of India)",['financial analysis'],"['teamwork', 'time management', 'company secretarial work']"
A908,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",75,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A909,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,51,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A910,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",47,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A911,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,55,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A912,Male,B.E,Electrical and Electronics Engineering,"Financial Analysis, Technology","Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting, Subject Knowledge",57,Courses on SAP ,Yes,Data Analyst,Masters in Data Analytics,"['financial analysis', 'technology']","['analytic thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'edit', 'product knowledge', 'team work', 'excel', 'logical skills', 'interpersonal skills', 'presentation skills', 'problem solving skills', 'risk managing', 'report', 'subject knowledge']"
A913,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",55,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A914,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",54,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A915,Female,B.Sc,Computer Applications,Cloud computing,Python;SQL;Java,59,"Linux,Git",Yes,Software,MCA,['cloud computing'],"['python', 'sql', 'java']"
A916,Male,B.Tech,"C, C++, Java, SQL, MySQL, Unix, HTML, Mathematics, Statistics",Construction Manegement ,"Proeficiency in Software like STAAD PRO, ETABS",52,Construction Management,Yes,Civil & Structural Engineer,Masters in Construction Management ,['construction manegement'],"['proeficiency in software like staad pro', 'etabs']"
A917,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,55,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A918,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",80,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A919,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",48,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A920,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",57,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A921,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",47,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A922,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",71,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A923,Female,BCA,Computer Science Engineering,Teaching,Teaching,41,No,Yes,Placement Trainee,MCA,['teach'],['teach']
A924,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,44,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A925,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",78,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A926,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",54,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A927,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",54,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A928,Female,BA,Computer Science Engineering,Teaching,Teaching,74,N.t.t.,Yes,Teaching,M.a. ancient Indian history,['teach'],['teach']
A929,Male,B.Com,Botany,Technology,"AI, ML, Python",58,Web And software Engineer ,No,Student (Unemployed),Data science and AI,['technology'],"['ai', 'ml', 'python']"
A930,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",54,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A931,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",64,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A932,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,63,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A933,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",73,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A934,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",71,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A935,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,57,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A936,Male,B.Com,Accountancy,Financial Analysis,Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills,76,No,Yes,Management trainee ,Marketing and Finance ,['financial analysis'],"['active listening', 'artistic', 'creative skills', 'communication skills', 'mass communication', 'problem solving skills']"
A937,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,78,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A938,Male,B.Tech,Sales & Marketing,Technology;Blockchain,C++,44,No,Yes,software engineernior associate,M.tech,"['technology', 'blockchain']",['c++']
A939,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",44,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A940,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",60,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A941,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",61,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A942,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",43,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A943,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,42,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A944,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",74,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A945,Male,B.Com,Commerce ,Financial Analysis,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Communication skills;Social Media Marketing,40,Global and digital marketing ,Yes,Sales manager,MBA,['financial analysis'],"['accounting skills', 'active listening', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'business knowledge', 'communication skills', 'social media marketing']"
A946,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",67,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A947,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,48,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A948,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,46,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A949,Male,B.Com,Commerce,Take risk for Profits,Accounting Skills,42,Yes,No,Business Analyst,Masters in Accounting,['take risk for profits'],['accounting skills']
A950,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,76,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A951,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",80,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A952,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",52,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A953,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,77,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A954,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",72,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A955,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,68,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A956,Female,B.Tech,Computer Science Engineering,Technology,"SQL, Communication Skills",64,LinkedIN Certification,Yes,Computer Software Engineer,Masters in Data Analytics,['technology'],"['sql', 'communication skills']"
A957,Male,B.Sc,Computer Science ,Technology,"AI, ML, Python, Java, SQL, Communication Skills, Negotiation Skills, Leadership, Excel, Logical Skills, Interpersonal Skills, C++, Linux, Observation Skills",75,No,Yes,Student (Unemployed),Masters in Computer Science,['technology'],"['ai', 'ml', 'python', 'java', 'sql', 'communication skills', 'negotiation skills', 'leadership', 'excel', 'logical skills', 'interpersonal skills', 'c++', 'linux', 'observation skills']"
